id,name,accuracy,power,type,pp,effect_chance,priority,damage_class,generation_introduced,description,short_description,category
515,final-gambit,100.0,,fighting,5,,0,special,generation-v,Inflicts damage equal to the user’s remaining HP.  User faints.,Inflicts damage equal to the user’s remaining HP.  User faints.,
516,bestow,,,normal,15,,0,status,generation-v,"Transfers the user’s held item to the target.  If the user has no held item, or the target already has a held item, this move will fail.",Gives the user’s held item to the target.,
517,inferno,50.0,100.0,fire,5,100.0,0,special,generation-v,Inflicts regular damage.  Has a 100% chance to burn the target.,Has a 100% chance to burn the target.,
518,water-pledge,100.0,80.0,water,10,,0,special,generation-v,"Inflicts regular damage.  If a friendly Pokémon used grass pledge earlier this turn, all opposing Pokémon have halved Speed for four turns (including this one).","With Grass Pledge, halves opposing Pokémon’s Speed for four turns.",
519,fire-pledge,100.0,80.0,fire,10,,0,special,generation-v,"Inflicts regular damage.  If a friendly Pokémon used water pledge earlier this turn, moves used by any friendly Pokémon have doubled effect chance for four turns (including this one).","With Water Pledge, doubles the effect chance of friendly Pokémon’s moves for four turns.",
520,grass-pledge,100.0,80.0,grass,10,,0,special,generation-v,"Inflicts regular damage.  If a friendly Pokémon used fire pledge earlier this turn, all opposing Pokémon will take 1/8 their max HP in damage at the end of every turn for four turns (including this one).","With Fire Pledge, damages opposing Pokémon for 1/8 their max HP every turn for four turns.",
521,volt-switch,100.0,70.0,electric,20,,0,special,generation-v,"Inflicts regular damage, then the user immediately switches out, and the trainer selects a replacement Pokémon from the party.  If the target faints from this attack, the user’s trainer selects the new Pokémon to send out first.  If the user is the last Pokémon in its party that can battle, it will not switch out.

The user may be hit by pursuit when it switches out, if it has been targeted and pursuit has not yet been used.

This move may be used even if the user is under the effect of ingrain.  ingrain’s effect will end.",User must switch out after attacking.,
522,struggle-bug,100.0,50.0,bug,20,100.0,0,special,generation-v,Inflicts regular damage.  Has a 100% chance to lower the target’s Special Attack by one stage.,Has a 100% chance to lower the target’s Special Attack by one stage.,
523,bulldoze,100.0,60.0,ground,20,100.0,0,physical,generation-v,Inflicts regular damage.  Has a 100% chance to lower the target’s Speed by one stage.,Has a 100% chance to lower the target’s Speed by one stage.,
524,frost-breath,90.0,60.0,ice,10,100.0,0,special,generation-v,Inflicts regular damage.  Always scores a critical hit.,Always scores a critical hit.,
525,dragon-tail,90.0,60.0,dragon,10,,-6,physical,generation-v,"Inflicts regular damage, then switches the target out for another of its trainer’s Pokémon, selected at random.

If the target is under the effect of ingrain or suction cups, or it has a substitute, or its Trainer has no more usable Pokémon, it will not be switched out.  If the target is a wild Pokémon, the battle ends instead.",Ends wild battles.  Forces trainers to switch Pokémon.,
526,work-up,,,normal,30,,0,status,generation-v,Raises the user’s Attack and Special Attack by one stage each.,Raises the user’s Attack and Special Attack by one stage each.,
527,electroweb,95.0,55.0,electric,15,100.0,0,special,generation-v,Lowers the target’s Speed by one stage.,Lowers the target’s Speed by one stage.,
528,wild-charge,100.0,90.0,electric,15,,0,physical,generation-v,Inflicts regular damage.  User takes 1/4 the damage it inflicts in recoil.,User receives 1/4 the damage it inflicts in recoil.,
529,drill-run,95.0,80.0,ground,10,,0,physical,generation-v,Inflicts regular damage.  User’s critical hit rate is one level higher when using this move.,Has an increased chance for a critical hit.,
530,dual-chop,90.0,40.0,dragon,15,,0,physical,generation-v,Inflicts regular damage.  Hits twice in one turn.,Hits twice in one turn.,
531,heart-stamp,100.0,60.0,psychic,25,30.0,0,physical,generation-v,Inflicts regular damage.  Has a 30% chance to make the target flinch.,Has a 30% chance to make the target flinch.,
532,horn-leech,100.0,75.0,grass,10,,0,physical,generation-v,Inflicts regular damage.  Drains half the damage inflicted to heal the user.,Drains half the damage inflicted to heal the user.,
533,sacred-sword,100.0,90.0,fighting,15,,0,physical,generation-v,"Inflicts regular damage.  Damage calculation ignores the target’s stat modifiers, including evasion.",Ignores the target’s stat modifiers.,slicing
534,razor-shell,95.0,75.0,water,10,50.0,0,physical,generation-v,Inflicts regular damage.  Has a 50% chance to lower the target’s Defense by one stage.,Has a 50% chance to lower the target’s Defense by one stage.,slicing
535,heat-crash,100.0,,fire,10,,0,physical,generation-v,"Inflicts regular damage.  The greater the user’s weight compared to the target’s, the higher power this move has, to a maximum of 120.

User’s weight                    | Power
-------------------------------- | ----:
Up to 2× the target’s weight     |    40
Up to 3× the target’s weight     |    60
Up to 4× the target’s weight     |    80
Up to 5× the target’s weight     |   100
More than 5× the target’s weight |   120
","Power is higher when the user weighs more than the target, up to a maximum of 120.",
536,leaf-tornado,90.0,65.0,grass,10,50.0,0,special,generation-v,Inflicts regular damage.  Has a 50% chance to lower the target’s accuracy by one stage.,Has a 50% chance to lower the target’s accuracy by one stage.,
537,steamroller,100.0,65.0,bug,20,30.0,0,physical,generation-v,"Inflicts regular damage.  Has a 30% chance to make the target flinch.

Power is doubled against Pokémon that have used minimize since entering the field.",Has a 30% chance to make the target flinch.,
538,cotton-guard,,,grass,10,,0,status,generation-v,Raises the user’s Defense by three stages.,Raises the user’s Defense by three stages.,
539,night-daze,95.0,85.0,dark,10,40.0,0,special,generation-v,Inflicts regular damage.  Has a 40% chance to lower the target’s accuracy by one stage.,Has a 40% chance to lower the target’s accuracy by one stage.,
540,psystrike,100.0,100.0,psychic,10,,0,special,generation-v,"Inflicts regular damage.  Damage calculation always uses the target’s Defense, regardless of this move’s damage class.","Inflicts damage based on the target’s Defense, not Special Defense.",
541,tail-slap,85.0,25.0,normal,10,,0,physical,generation-v,"Inflicts regular damage.  Hits 2–5 times in one turn.

Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.",Hits 2-5 times in one turn.,
542,hurricane,70.0,110.0,flying,10,30.0,0,special,generation-v,"Inflicts regular damage.  Has a 30% chance to confuse the target.

This move can hit Pokémon under the effect of bounce, fly, or sky drop.

During rain dance, this move has 100% accuracy.  During sunny day, this move has 50% accuracy.",Has a 30% chance to confuse the target.,wind
543,head-charge,100.0,120.0,normal,15,,0,physical,generation-v,Inflicts regular damage.  User takes 1/4 the damage it inflicts in recoil.,User receives 1/4 the damage it inflicts in recoil.,
544,gear-grind,85.0,50.0,steel,15,,0,physical,generation-v,Inflicts regular damage.  Hits twice in one turn.,Hits twice in one turn.,
545,searing-shot,100.0,100.0,fire,5,30.0,0,special,generation-v,Inflicts regular damage.  Has a 30% chance to burn the target.,Has a 30% chance to burn the target.,ball and bomb
546,techno-blast,100.0,120.0,normal,5,,0,special,generation-v,"Inflicts regular damage.  If the user is holding a plate or a drive, this move’s type is the type corresponding to that item.

Note: This effect is technically shared by both techno blast and judgment; however, Techno Blast is only affected by drives, and Judgment is only affected by plates.","If the user is holding a appropriate plate or drive, the damage inflicted will match it.",
547,relic-song,100.0,75.0,normal,10,10.0,0,special,generation-v,"Inflicts regular damage.  Has a 10% chance to put the target to sleep.
If the user is a meloetta, it will toggle between Aria and Pirouette Forme.",Has a 10% chance to put the target to sleep.,sound-based
548,secret-sword,100.0,85.0,fighting,10,,0,special,generation-v,"Inflicts regular damage.  Damage calculation always uses the target’s Defense, regardless of this move’s damage class.","Inflicts damage based on the target’s Defense, not Special Defense.",slicing
549,glaciate,95.0,65.0,ice,10,100.0,0,special,generation-v,Inflicts regular damage.  Lowers the target’s Speed by one stage.,Lowers the target’s Speed by one stage.,
550,bolt-strike,85.0,130.0,electric,5,20.0,0,physical,generation-v,Inflicts regular damage.  Has a 20% chance to paralyze the target.,Has a 20% chance to paralyze the target.,
551,blue-flare,85.0,130.0,fire,5,20.0,0,special,generation-v,Inflicts regular damage.  Has a 20% chance to burn the target.,Has a 20% chance to burn the target.,
552,fiery-dance,100.0,80.0,fire,10,50.0,0,special,generation-v,Inflicts regular damage.  Has a 50% chance to raise the user’s Special Attack by one stage.,Has a 50% chance to raise the user’s Special Attack by one stage.,dance
